RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.043717015,33,0,1.986802639,5000.0,10,0,7,0,1.0,0
0.631259134,39,0,0.273340433,2816.0,7,0,0,0,0.0,0
0.903171099,32,0,3.603491272,400.0,11,0,0,0,1.0,0
0.600066364,53,1,0.50857819,5070.0,15,0,1,0,1.0,0
0.513585769,54,0,0.472770976,13312.0,12,0,3,0,1.0,0
0.0,45,0,0.325499944,8850.0,3,0,1,0,3.0,0
0.150271108,36,0,0.504021008,6092.0,9,0,1,0,0.0,0
0.9999999,57,0,0.099743766,16000.0,5,2,1,0,3.0,0
0.043308968,65,0,1666.0,,8,0,1,0,0.0,0
0.058943232,42,0,0.009425878,3500.0,4,0,0,0,2.0,0
0.122952281,36,0,0.452402816,9800.0,9,0,3,0,3.0,0
0.135636225,47,0,0.075425364,5700.0,10,0,0,0,0.0,0
0.451839449,27,0,1.563106796,2677.0,14,0,3,0,1.0,1
0.9999999,49,0,0.0,8035.0,0,0,0,0,4.0,0
0.9999999,37,0,0.846630674,5000.0,6,0,3,0,1.0,0
0.004249823,73,0,0.250319898,6251.0,10,0,2,0,0.0,0
0.862117235,68,1,1.045709537,4812.0,13,0,1,0,0.0,0
0.0,22,0,0.0,1000.0,2,0,0,0,0.0,0
0.029589778,60,0,0.277373164,8100.0,9,0,2,0,0.0,0
0.061510913,64,0,0.223436161,9335.0,10,0,1,0,0.0,0
0.9999999,27,4,0.831445703,1500.0,4,3,1,0,0.0,1
0.755390495,33,0,0.343142842,19300.0,8,0,2,0,0.0,0
0.001110957,39,0,0.001999429,3500.0,4,0,0,1,1.0,0
1.016496243,48,2,3.274362819,666.0,4,0,1,0,3.0,1
0.0239988,39,0,0.138111431,3822.0,7,0,0,0,0.0,0
0.021909794,41,0,0.183824317,9334.0,4,0,2,0,4.0,0
0.189993624,33,0,0.546340304,4207.0,7,0,1,0,0.0,0
0.585467916,50,0,0.478137075,9833.0,12,0,2,0,2.0,0
0.172429213,58,0,3.742628686,2000.0,35,0,3,0,0.0,0
0.340833227,55,0,3020.0,,11,0,3,0,0.0,0
0.772845431,62,1,0.725148515,2524.0,6,0,1,0,0.0,0
0.003555358,70,0,0.18566124,3500.0,13,0,1,0,1.0,0
0.122671481,53,0,0.711601406,8248.0,14,0,3,0,2.0,0
0.020155104,65,0,101.0,,17,0,0,0,0.0,0
0.77252847,49,0,0.446017446,13985.0,15,0,1,0,0.0,0
0.9999999,45,1,0.685777288,906.0,2,0,0,1,0.0,0
0.015489826,78,0,0.271226789,6300.0,14,0,1,0,0.0,0
0.201048027,52,0,0.581985742,5750.0,11,0,2,0,0.0,0
0.265789337,84,0,154.0,,7,0,0,1,0.0,0
0.0,62,0,0.013735047,2256.0,4,0,0,0,0.0,0
0.638312444,45,1,0.04603469,9166.0,6,0,0,0,0.0,0
0.0,45,0,0.382042996,14233.0,8,0,2,0,2.0,0
0.200593136,45,0,0.956835957,10100.0,9,0,2,0,0.0,0
0.126899109,55,0,0.333031088,7719.0,8,0,1,0,0.0,0
0.135674573,49,0,0.639204545,3167.0,5,0,2,0,0.0,0
0.300474535,48,2,0.86197049,2100.0,10,0,1,1,3.0,0
0.122072228,41,0,0.638133333,3749.0,9,0,1,0,1.0,0
0.054147293,54,0,0.750832517,5104.0,2,0,1,0,1.0,0
0.009999706,67,0,0.356157113,1883.0,5,0,1,0,1.0,0
1.303393214,34,2,0.138023837,2600.0,5,1,0,0,1.0,1
0.0,43,0,0.234861347,5300.0,4,0,1,0,0.0,0
0.168854146,46,0,0.431803609,10916.0,21,0,3,0,2.0,0
0.0,62,0,2031.0,,15,0,2,0,0.0,0
0.505908972,45,0,0.507507508,7658.0,10,0,2,0,1.0,0
0.613172375,72,0,0.698365082,6666.0,10,0,2,0,0.0,0
0.011911414,43,0,0.00265316,4145.0,6,0,0,0,0.0,0
0.44941721,64,1,0.388149134,3003.0,11,0,0,0,1.0,0
0.001119955,83,0,0.0,4000.0,1,0,0,0,0.0,0
0.003848172,54,0,0.646270086,9396.0,9,0,2,0,0.0,0
0.288892592,37,0,5000.0,,7,0,2,0,,0
0.219263431,62,0,722.0,,6,0,0,0,2.0,0
0.140294762,51,0,0.121515116,8500.0,8,0,0,0,2.0,0
0.9999999,23,0,0.520684736,700.0,2,0,0,0,0.0,0
0.867122248,47,0,0.243517776,3740.0,7,3,0,0,1.0,1
0.533716932,26,1,0.197786505,2800.0,5,0,0,0,0.0,1
0.04562092,45,0,1095.0,,5,0,1,0,2.0,0
0.08664451,48,0,0.097285068,4861.0,5,0,0,0,1.0,0
0.003244149,43,0,0.651185771,7083.0,8,0,3,0,0.0,0
0.9999999,31,0,0.860099929,1400.0,4,0,1,0,0.0,0
0.003796588,46,2,0.309448425,6000.0,7,0,1,0,2.0,0
0.393661623,50,0,0.226617913,22698.0,8,0,3,0,4.0,0
0.005124589,71,0,0.001904308,4200.0,7,0,0,0,0.0,0
0.9999999,56,0,4416.0,,3,0,1,0,0.0,0
0.029056431,62,0,0.206183835,5950.0,11,0,2,0,0.0,0
0.0,74,0,0.219842969,1400.0,6,0,1,0,0.0,0
0.027830993,55,0,0.190139631,5800.0,9,0,0,0,0.0,0
0.9999999,39,0,0.455892731,4250.0,3,0,1,0,3.0,0
0.252647453,64,1,0.106081644,3600.0,22,0,0,0,0.0,0
0.047045379,71,0,0.069437138,1900.0,8,0,0,0,0.0,0
0.058713813,44,0,0.300097752,7160.0,14,0,2,0,2.0,0
0.509993154,41,0,0.17378969,16565.0,8,0,0,0,2.0,1
0.666587311,29,0,1.083333333,3671.0,7,0,1,0,0.0,0
0.00945116,69,0,0.578985639,5500.0,11,0,2,0,0.0,0
0.0,76,0,38.0,,6,0,0,0,,0
0.552999484,32,0,0.155974004,6000.0,6,0,0,0,0.0,0
0.037273952,63,0,0.953488372,1805.0,8,0,1,0,0.0,0
0.006349683,58,0,0.597489062,5256.0,5,0,1,0,0.0,0
0.395900818,47,1,0.764478764,2330.0,10,0,1,0,0.0,0
0.0,43,0,0.0,2200.0,2,0,0,0,3.0,0
0.126179633,74,0,1589.0,,14,0,1,0,0.0,0
0.518240213,54,0,0.448310139,3017.0,6,3,0,0,0.0,0
0.01107328,56,0,3140.0,,7,0,2,0,0.0,0
0.052977226,62,0,0.344618242,14000.0,16,1,1,0,0.0,0
0.012663907,75,0,0.311114814,6000.0,14,0,1,0,2.0,0
0.94836978,34,0,0.41333135,6720.0,7,0,3,0,0.0,0
0.045900101,71,0,2644.0,,5,0,1,0,,0
0.140525911,71,0,0.390378206,6900.0,11,0,1,0,1.0,0
0.958809908,65,0,0.683172656,2281.0,11,0,2,0,0.0,0
0.275661767,51,1,0.33012418,7166.0,9,0,1,0,1.0,0
0.302953466,59,0,0.553588071,2145.0,7,0,1,0,1.0,0
0.9999999,46,0,0.0,,0,1,0,0,,0
0.0,46,0,0.003998857,3500.0,4,0,0,1,1.0,0
0.073043616,63,0,0.101024412,9175.0,11,0,0,0,0.0,0
0.334426158,55,0,0.499378573,4022.0,12,0,1,0,2.0,0
0.9999999,34,0,0.0,2720.0,0,0,0,0,1.0,0
0.385780711,60,0,0.179605231,20416.0,6,0,2,0,2.0,0
0.190192392,49,0,385.0,,6,0,1,0,0.0,0
0.270610893,44,0,0.409218388,8200.0,14,0,2,0,5.0,0
0.042508258,54,0,0.263490294,10766.0,9,0,2,0,0.0,0
0.911757998,67,0,0.865500458,20750.0,53,0,5,0,3.0,0
0.27241939,61,1,0.165541807,5333.0,7,0,0,0,0.0,0
0.008966368,53,0,0.825335215,2833.0,16,0,2,0,2.0,0
0.0,50,0,3854.0,,9,0,3,0,0.0,0
0.011982701,64,0,0.003375899,6812.0,8,0,0,0,2.0,0
0.007160052,80,0,0.163917164,2848.0,5,0,1,0,0.0,0
0.9999999,32,0,0.008330556,3000.0,1,1,0,0,2.0,0
0.080890479,42,0,0.034407777,7817.0,2,0,0,0,1.0,0
0.354022146,55,1,0.23770164,7500.0,6,0,1,0,0.0,0
0.9999999,56,0,0.019639935,1832.0,0,0,0,0,1.0,0
0.080365863,53,0,0.226258993,5559.0,12,0,1,0,0.0,0
0.00269706,65,0,623.0,,10,0,1,0,0.0,0
0.13008419,48,0,0.372631178,10500.0,10,0,1,0,1.0,0
0.114772131,53,1,0.504460792,6388.0,16,0,4,0,0.0,0
0.975151108,28,0,0.124383416,7500.0,7,0,0,0,1.0,0
0.27921854,43,0,0.455823793,8035.0,20,0,2,0,2.0,1
0.08891643,69,0,109.0,,6,0,0,0,0.0,0
1.00264667,38,2,0.472542946,3550.0,8,1,0,1,4.0,0
0.290226327,47,0,0.646085741,4291.0,18,0,2,0,1.0,0
0.320857601,58,0,0.330218439,16800.0,13,0,3,0,1.0,0
0.01270545,59,0,0.335677838,7250.0,13,0,2,0,2.0,0
0.243783748,55,0,0.054625829,9500.0,4,0,0,0,3.0,0
0.002492269,68,0,4120.0,,14,0,3,0,0.0,0
0.247699118,61,3,0.60630468,7200.0,13,0,3,2,1.0,0
0.040663956,62,0,0.055081803,36000.0,6,0,1,0,0.0,0
0.015265649,61,0,629.0,,6,0,0,0,0.0,1
0.038045922,63,0,0.091303909,9900.0,6,0,1,0,1.0,0
0.000799947,84,0,0.0,,7,0,0,0,,0
0.044639825,62,0,3068.0,,8,0,1,0,0.0,0
0.004119707,36,0,0.504246285,1883.0,6,0,1,0,1.0,0
0.615538662,40,0,0.488740135,24200.0,14,1,5,1,1.0,0
0.103375481,47,1,0.104946754,5821.0,10,0,0,1,3.0,0
0.00869913,73,0,37.0,,4,0,0,0,0.0,0
0.035716031,65,0,1223.0,,5,0,1,0,0.0,0
0.375439361,58,0,0.495377338,4650.0,13,0,2,0,1.0,0
0.000347821,63,0,0.266220391,3883.0,4,0,1,0,0.0,0
0.257989912,48,0,0.575265459,1600.0,11,0,1,0,2.0,0
0.012834757,37,0,0.249937516,4000.0,8,0,1,0,2.0,0
0.091981604,29,0,237.0,0.0,2,0,0,0,0.0,0
0.627086244,44,0,0.753723111,3625.0,8,0,2,0,3.0,0
0.424748087,33,0,1.232188621,1950.0,8,0,1,0,0.0,0
0.976222345,30,0,0.284229284,3366.0,9,0,0,0,0.0,0
0.116271318,77,0,0.015496126,4000.0,3,0,0,0,0.0,0
0.763447024,59,5,5733.0,,15,0,1,0,0.0,1
0.982265266,29,0,0.137353963,9500.0,7,0,0,0,2.0,1
0.0,59,0,151.0,,3,0,0,0,0.0,0
0.389046027,78,0,408.0,,2,0,0,0,0.0,0
0.067788442,74,1,0.495788385,6766.0,16,0,4,0,0.0,0
0.001999926,44,0,625.0,,4,0,0,0,3.0,0
0.248998289,60,0,4652.0,,15,0,3,0,1.0,0
0.038838744,79,0,363.0,,13,0,1,0,0.0,0
0.041555043,54,1,0.13476742,5438.0,8,0,1,2,0.0,1
0.626599614,43,0,0.226776277,8514.0,9,0,0,0,2.0,0
0.006488054,67,0,0.221670802,13298.0,7,0,2,0,0.0,0
0.030118331,36,0,0.496717724,3198.0,9,0,1,0,0.0,0
0.001955469,47,0,5127.0,,4,0,2,0,1.0,0
0.9999999,58,0,0.0,3100.0,0,1,0,0,4.0,1
0.227249979,54,0,0.114049394,8583.0,11,0,0,0,2.0,0
0.9999999,48,0,0.365432687,8400.0,6,0,3,0,1.0,0
0.369841374,49,0,0.567531799,13600.0,18,0,1,0,1.0,0
0.072419639,44,0,0.37241536,4400.0,8,0,1,0,0.0,0
0.833243597,37,0,1655.0,,5,0,1,0,1.0,1
0.709184494,57,0,0.527170518,1600.0,8,0,0,0,0.0,0
0.028732042,27,0,0.190391459,2247.0,4,0,0,0,1.0,0
0.150377562,46,0,0.019070542,5400.0,3,0,0,1,3.0,0
0.516903196,43,0,0.259891389,3866.0,11,0,0,0,1.0,0
0.166967774,45,0,1801.0,,13,0,1,0,0.0,0
0.027566336,62,0,25.0,,4,0,0,0,0.0,0
0.245191827,53,0,0.238513897,7051.0,3,0,1,0,0.0,0
0.024454885,73,0,0.172640819,4100.0,4,0,1,0,0.0,0
0.0,47,0,0.288542292,5000.0,5,0,1,0,1.0,0
0.304067837,52,0,0.306615564,6000.0,9,0,3,0,1.0,0
0.040648896,53,0,0.173638516,3800.0,6,0,1,0,2.0,0
0.819311085,51,0,0.508774298,7407.0,14,0,2,0,0.0,0
0.888791282,50,0,0.29579646,9039.0,15,0,1,0,1.0,0
0.9999999,54,0,0.778863516,9414.0,11,0,4,1,0.0,1
0.359106816,28,0,0.337183474,2250.0,7,0,0,0,0.0,0
0.022345883,33,0,0.53531941,3255.0,7,0,1,0,1.0,0
0.533875932,53,0,0.683985003,5600.0,17,0,1,0,2.0,0
0.386301042,51,0,0.578937046,5098.0,17,0,1,0,2.0,0
0.9999999,34,0,0.131401449,4002.0,2,1,0,0,4.0,1
0.123590178,49,0,0.476502082,1680.0,9,0,0,0,1.0,0
0.9999999,39,0,0.0,,2,0,0,0,0.0,0
0.0,44,1,2440.0,,4,0,2,0,3.0,0
0.050169215,59,0,0.711572107,4000.0,14,0,1,0,1.0,0
0.246677299,36,0,0.137572486,5000.0,7,0,0,0,0.0,0
0.162588826,38,0,0.407258988,8733.0,5,0,1,0,0.0,0
0.877480133,32,0,0.455723542,4166.0,11,0,0,0,2.0,0
0.0,71,0,1750.0,,16,0,1,0,0.0,0
0.0,47,0,4.667946257,520.0,6,0,2,0,0.0,0
0.006177848,65,0,0.073886508,7700.0,14,0,1,0,0.0,0
0.091883784,61,0,0.314596756,4500.0,6,0,1,0,0.0,0
0.20603628,78,0,1622.0,,10,0,1,0,0.0,0
0.9999999,44,0,0.151701596,5200.0,4,0,0,0,2.0,0
0.009778465,67,0,424.0,,4,0,1,0,1.0,0
0.540641678,39,0,0.474250141,5300.0,14,0,1,0,2.0,1
0.293719042,54,2,0.304464005,6361.0,17,0,1,0,0.0,0
0.0,54,0,0.488691732,13750.0,5,0,3,0,0.0,0
0.031612953,74,0,87.0,,6,0,0,0,0.0,0
0.99187741,44,0,0.750617839,4450.0,11,0,1,0,2.0,0
0.543009147,57,0,0.582279616,11150.0,17,0,4,0,0.0,0
0.51089782,67,0,0.046761047,2330.0,5,0,0,0,0.0,0
0.133157315,35,0,0.207272727,1924.0,7,0,0,0,1.0,0
0.0,43,0,0.037403039,9410.0,3,0,0,0,0.0,0
0.23943662,81,0,0.259308511,5263.0,10,0,1,0,0.0,0
0.002283264,66,0,0.004470479,6486.0,12,0,0,0,0.0,0
0.698201199,43,0,0.40656668,7400.0,4,0,2,0,2.0,0
0.9999999,55,0,1229.0,,4,0,1,0,0.0,0
0.192772431,63,1,0.216567256,17938.0,18,0,2,0,0.0,0
0.941014746,32,0,0.879482657,1700.0,3,0,1,0,0.0,0
0.111884839,77,0,0.309129651,6100.0,19,0,2,0,0.0,0
1.258637155,33,0,3.667732907,2500.0,12,0,7,0,0.0,1
0.081963323,63,0,1682.0,,10,0,1,0,2.0,0
0.053475636,58,0,0.794541092,3333.0,7,0,2,0,0.0,0
0.074955635,67,0,2175.0,,5,0,1,0,0.0,0
0.247681002,40,0,0.528841717,6500.0,9,0,2,0,3.0,0
0.568195415,58,0,0.151694786,6578.0,4,0,0,0,2.0,0
0.008000901,41,0,1.490339773,1500.0,38,0,1,0,0.0,0
0.402876812,48,1,0.351909523,6100.0,10,0,2,0,1.0,0
0.0,62,0,0.509516709,11400.0,12,0,4,0,2.0,0
0.267648725,58,0,0.425,1799.0,9,0,1,0,0.0,0
0.012889925,66,0,0.291483407,2500.0,9,0,1,0,0.0,0
0.065330898,72,0,0.042383047,2500.0,8,0,0,0,0.0,0
0.007589329,59,0,0.580229688,9316.0,7,0,2,0,0.0,0
0.519153182,58,0,0.220229344,3400.0,9,0,0,0,0.0,1
0.048983122,34,0,0.089701471,7000.0,7,0,0,0,2.0,0
0.05106165,67,0,1073.0,,13,0,1,0,0.0,0
0.012692818,77,0,0.004498875,4000.0,7,0,0,0,0.0,0
0.821230006,51,0,0.018599845,15483.0,1,0,0,0,0.0,0
0.21684705,63,0,0.054393939,6599.0,4,0,0,0,0.0,0
0.14597673,63,0,1.309761722,1300.0,9,0,1,0,0.0,0
0.048518668,53,0,0.018415179,3583.0,5,0,0,0,2.0,0
0.735158105,66,0,176.0,,2,0,0,0,0.0,0
0.014778216,57,0,0.062793721,10000.0,6,0,0,0,1.0,0
0.971378161,27,1,0.12841439,6003.0,9,0,0,1,0.0,0
0.121200758,44,0,0.141505865,18500.0,9,0,2,0,0.0,0
0.223480875,50,1,0.307164895,5833.0,8,0,1,0,2.0,0
0.578417045,59,0,0.882056814,2780.0,11,0,2,0,0.0,0
0.269342525,56,0,3713.0,,10,0,2,0,0.0,0
0.00290481,79,0,0.065393461,10000.0,9,0,1,0,0.0,0
0.493500928,44,0,0.198244331,6834.0,4,0,1,0,3.0,0
0.185013059,56,1,0.64405085,7000.0,19,0,3,0,1.0,0
0.048838833,47,0,0.188947539,9282.0,18,0,1,0,0.0,0
0.014624315,60,0,0.380641578,7200.0,19,0,1,0,3.0,0
0.66991626,54,1,0.38449869,7250.0,9,0,2,0,2.0,0
0.096655941,76,0,70.0,,2,0,0,0,0.0,0
0.045907993,85,0,376.0,,7,0,0,0,0.0,0
0.116990284,62,0,0.222879684,1520.0,5,0,0,0,1.0,0
0.286897892,52,0,0.278368186,2916.0,10,0,0,0,2.0,0
0.451088022,32,0,0.027119458,16666.0,8,0,0,0,0.0,0
0.045323859,57,0,0.709835788,5906.0,13,0,3,0,3.0,0
0.0,26,0,0.0,3400.0,3,0,0,0,0.0,0
0.137552103,56,0,0.353232917,5443.0,8,0,1,0,1.0,0
0.111313754,27,0,0.114777045,5000.0,5,0,1,0,0.0,0
0.0,50,0,105.0,,4,0,0,0,0.0,0
0.021107202,33,0,0.14104223,8500.0,6,0,0,0,0.0,0
0.0,27,1,315.0,,1,0,0,0,0.0,0
0.167445814,31,0,0.35637149,12500.0,15,0,2,0,0.0,0
0.051973701,53,0,75.0,0.0,7,0,0,0,2.0,0
0.042563367,66,0,669.0,,5,0,1,0,0.0,0
0.0,56,1,0.002856327,3500.0,6,1,0,0,0.0,0
0.233306464,52,1,0.334373607,15700.0,11,0,1,0,1.0,0
0.056642707,55,0,0.017205301,4300.0,6,0,0,0,2.0,0
0.230562018,42,0,0.402649338,4000.0,8,0,1,0,2.0,0
0.133949071,77,0,0.24780803,6500.0,17,0,1,0,0.0,0
0.0,67,0,0.223864015,9000.0,11,0,1,0,0.0,0
0.59453117,40,2,0.240689828,4000.0,3,1,0,1,0.0,0
0.103293021,45,0,0.265146971,5000.0,10,0,1,0,0.0,0
0.094779711,26,0,0.122584943,1500.0,2,0,0,0,0.0,0
0.127452644,66,0,1498.0,,10,0,2,0,1.0,0
0.690524754,42,0,0.119888011,10000.0,5,0,0,0,2.0,0
0.153903761,60,0,0.23660483,9648.0,11,0,4,0,0.0,0
0.9999999,39,0,0.443019943,2807.0,7,0,0,0,2.0,0
0.388498957,54,0,0.473450344,4500.0,8,0,1,0,2.0,0
0.156388315,63,0,152.0,0.0,5,0,0,0,0.0,0
0.9999999,32,2,0.638593381,3383.0,5,0,2,0,1.0,1
0.037952543,46,0,0.820436875,2700.0,9,0,1,0,1.0,0
0.298733454,35,0,1.316720505,6500.0,10,0,4,0,2.0,1
0.03427468,41,0,29.0,,3,0,0,0,0.0,0
0.10542066,44,0,0.016383355,13000.0,5,0,0,0,2.0,0
0.174703347,55,0,118.0,,3,0,0,0,0.0,0
0.62540801,37,1,0.753042233,4190.0,15,0,1,0,2.0,0
0.806387226,32,0,0.063688213,4207.0,3,0,0,0,3.0,0
0.392116596,42,0,0.357014925,5024.0,18,0,0,0,0.0,0
0.0,57,0,0.209424084,2100.0,3,0,1,0,0.0,0
0.0,51,0,0.013063183,3750.0,5,0,1,0,2.0,0
0.0,55,0,14.0,,8,0,0,0,0.0,1
0.014262608,57,1,0.177364527,5000.0,8,1,1,0,0.0,0
0.675177494,41,0,0.462659789,4458.0,10,0,1,0,2.0,0
0.746987952,39,0,0.510301453,4610.0,7,0,1,0,1.0,0
0.5980755,29,1,0.147327249,2300.0,5,1,0,0,2.0,1
0.913140498,37,2,1.620344914,4000.0,16,0,3,0,1.0,1
0.081636192,46,0,0.379682754,5925.0,9,0,2,0,2.0,0
0.76832371,57,0,7518.0,,15,0,3,0,1.0,0
0.17460685,40,0,0.311965337,9000.0,7,0,2,0,2.0,0
0.110145373,65,0,0.02027027,2071.0,1,0,0,0,0.0,0
0.431482106,56,0,0.708172244,7500.0,17,0,1,0,2.0,0
0.01849013,50,0,0.426735219,3500.0,9,0,1,0,0.0,0
0.457154579,50,0,0.103425118,13400.0,7,0,0,0,2.0,0
0.962429233,32,1,0.71718946,3984.0,5,0,1,0,0.0,0
0.33282585,50,0,0.460416104,3700.0,12,0,0,0,0.0,0
0.190301616,38,1,0.519807479,2700.0,7,3,1,2,1.0,0
0.341717476,49,0,6530.0,0.0,12,0,3,0,5.0,0
0.527096239,46,2,0.736554047,9500.0,11,0,2,0,2.0,0
0.964529424,51,0,0.069741282,8000.0,3,0,0,0,1.0,0
0.018320499,67,0,911.0,,4,0,1,0,0.0,0
0.696265249,42,0,0.303688497,15100.0,8,0,1,0,1.0,0
0.088678828,63,0,0.099681866,6600.0,10,0,1,0,0.0,0
0.069866467,34,0,0.629592602,4000.0,18,0,1,0,0.0,0
0.005387221,54,0,2898.0,,7,0,1,0,0.0,0
0.321678322,24,0,0.009988901,900.0,1,0,0,0,0.0,0
0.379729622,33,1,0.38069602,5200.0,5,1,1,0,1.0,1
0.021608699,42,0,5359.0,,14,0,4,0,0.0,0
0.216962203,67,0,0.361788618,7133.0,11,0,2,0,0.0,0
0.018375545,52,0,0.228692827,4000.0,9,0,1,0,3.0,0
0.409341834,82,0,1.676931388,1850.0,7,0,1,0,0.0,0
0.841881879,44,4,0.388193467,13500.0,10,1,2,1,2.0,1
0.038398405,53,0,0.500049995,10000.0,11,0,1,0,1.0,0
0.167808075,42,0,2806.0,,8,0,1,0,0.0,0
0.092190781,60,0,0.550979608,2500.0,3,0,1,0,0.0,0
0.995128303,43,0,0.626895854,5933.0,8,0,1,0,0.0,1
0.899585773,48,1,1196.0,,5,0,0,1,0.0,1
0.297376705,42,1,0.218399691,5173.0,7,4,0,1,1.0,0
0.015792071,59,0,1624.0,,9,0,1,0,1.0,0
0.053496656,29,0,1622.0,,9,0,3,0,0.0,0
0.0,69,0,133.0,,6,0,1,0,1.0,0
0.189487486,64,0,0.294967226,9000.0,16,0,2,0,1.0,0
0.356092843,64,0,2448.0,,5,0,2,0,0.0,0
0.9999999,30,0,0.0,1.0,0,0,0,0,2.0,0
0.9999999,23,1,0.248089359,1700.0,2,0,0,0,0.0,0
0.926688791,46,0,0.600690165,4056.0,9,0,1,0,2.0,1
0.039967498,61,0,0.273590801,8000.0,13,0,2,0,0.0,0
0.226952796,58,0,0.481776765,8779.0,16,0,4,0,0.0,0
0.114480127,60,0,0.251071319,13067.0,12,0,2,0,1.0,0
0.512911005,38,1,0.194280908,3566.0,3,0,0,0,0.0,0
0.016975677,64,3,0.013096747,7100.0,9,0,0,0,0.0,0
0.0,32,0,0.293493309,2166.0,7,0,0,0,0.0,0
0.499750025,60,0,2.009569378,417.0,2,0,1,0,0.0,0
0.9999999,58,0,0.0,,1,1,0,2,0.0,1
0.0,37,0,0.304529393,9338.0,6,0,2,0,2.0,1
0.769011932,40,4,0.637272403,2800.0,9,0,0,0,3.0,0
0.454508261,61,0,0.375770705,6000.0,12,0,1,0,1.0,0
0.002847025,82,0,6.0,,5,0,0,0,0.0,0
0.010906892,83,0,14.0,,3,0,0,0,0.0,0
0.551980392,54,0,0.66863171,3222.0,13,0,1,0,2.0,0
0.323053149,56,1,0.411620931,9000.0,16,0,1,0,2.0,0
0.9999999,37,0,0.0,3800.0,2,0,0,1,0.0,0
0.375203073,60,1,0.151324162,16500.0,11,0,1,0,0.0,0
0.0,74,0,0.131308901,4774.0,5,0,1,0,0.0,0
0.9999999,50,0,2644.0,,4,0,1,0,0.0,0
0.768219128,68,1,0.687930243,2178.0,12,0,1,0,0.0,0
0.068387843,53,0,1.397556913,1800.0,20,0,2,0,0.0,0
0.032165093,41,0,0.308326463,8490.0,8,0,1,0,0.0,0
0.112855258,64,0,0.307576329,2652.0,6,0,1,0,0.0,0
0.02699183,62,0,0.191626744,4800.0,13,0,1,0,0.0,0
0.9999999,27,0,476.0,0.0,1,0,0,0,0.0,0
0.063829787,94,0,34.0,,4,0,0,0,,0
0.458081028,54,0,0.609315937,8200.0,22,0,2,0,2.0,0
0.766657823,54,0,3019.0,,4,0,1,0,0.0,0
0.543340538,47,0,0.149738696,4400.0,11,0,0,0,2.0,0
0.364015335,49,0,0.366389549,5051.0,9,0,2,0,0.0,0
0.352675269,48,1,0.198477571,35600.0,22,0,2,2,2.0,0
0.263186212,63,0,2633.0,,11,0,1,0,0.0,0
0.007663877,37,0,0.127020039,3093.0,9,0,0,0,1.0,0
0.896142433,56,0,1198.0,,3,0,0,1,4.0,0
0.123505163,46,1,0.229690984,6277.0,9,0,1,0,3.0,0
0.001354751,37,0,0.0,2478.0,2,0,0,0,1.0,0
0.9999999,67,0,865.0,,2,0,1,0,,0
0.02563023,39,2,0.503592627,3200.0,5,0,2,0,2.0,0
0.085645356,36,0,0.065478231,2916.0,18,0,0,0,1.0,0
0.001556983,65,0,1.0,,3,0,0,0,,0
0.13639923,49,0,0.387205387,5048.0,10,0,1,1,3.0,0
0.509147949,46,0,0.455568054,8000.0,14,0,2,0,2.0,0
0.0,34,0,0.731453709,5000.0,8,0,3,0,0.0,0
0.164373474,62,0,0.196765075,6367.0,6,0,1,0,0.0,0
0.26134417,32,0,0.180876595,7916.0,5,0,0,0,0.0,0
0.819180819,51,1,0.441925358,8600.0,9,1,3,0,2.0,0
0.122195112,37,0,0.096955007,6600.0,2,0,0,0,2.0,0
0.207652823,32,0,0.133166726,2800.0,5,0,0,0,0.0,0
0.535962335,52,0,0.41085117,10044.0,17,0,2,0,3.0,0
0.504648201,47,0,0.134056399,9219.0,6,0,0,0,2.0,1
0.192900592,33,0,0.438113031,2140.0,4,0,1,0,0.0,0
0.031322378,72,0,0.174117647,3399.0,7,0,0,0,0.0,0
0.001749368,51,0,1933.0,0.0,9,0,1,0,0.0,0
0.969458247,30,0,0.130967258,4000.0,2,0,0,0,2.0,1
0.786612586,51,0,0.357556038,5531.0,6,0,0,0,0.0,0
0.0,52,0,2351.0,,5,0,3,0,0.0,0
0.122504684,40,0,2885.0,,15,0,2,0,3.0,0
1.044955045,23,0,0.040121581,1644.0,2,0,0,0,0.0,0
0.9999999,47,1,0.358720223,5750.0,4,0,3,0,1.0,0
0.0,52,0,1724.0,,10,0,1,0,3.0,0
0.9999999,49,1,0.0,2036.0,0,0,0,0,0.0,0
0.704765078,26,0,0.710109622,820.0,3,0,0,0,0.0,0
0.007338946,82,0,0.147823629,7075.0,9,0,0,0,0.0,0
0.100379937,48,0,0.319912733,10083.0,7,0,3,0,0.0,0
0.72051242,29,0,0.114680946,2240.0,6,3,0,0,1.0,1
0.100173377,44,0,0.165314965,9000.0,9,0,1,0,2.0,0
0.9999999,24,0,0.140893471,3200.0,3,0,0,0,0.0,0
0.612457767,41,0,0.144568274,9600.0,7,0,0,0,1.0,0
0.015232524,79,0,0.297336213,8333.0,17,0,4,0,0.0,0
0.547854408,41,0,0.393950756,8000.0,5,0,2,0,2.0,0
0.066750568,66,0,0.274023126,10031.0,14,0,2,0,0.0,0
